folder,url,final_url,seed_domain
021,https://yandex.ru/search/?text=cats,https://yandex.ru/showcaptcha?cc=1&form-fb-hint=2.1&mt=51065F27A97D82B4FC1AFA1B4C59E885559BB9D071B15FA447239DC9AD25D14564AE0AA2DC0F0B238C9E1253D3038B971FED95039A406B4827177F305147043D0EDDE6A8B157D92C08890CFB28D534C7CE186357538D67643DE478695E6D29CDF38C8A1C39B8E7F47C01020659566A0D94E3566A41BC3FA698A399713229A597922956C0938C3315EC0B42D0AF2F45628DE9A58DB7186BE19F37274D7B7055C3D0909BF9895573856AD072BE3B6AC0EB12A91831AF28A9006F2C95D64DB02124FA467D8FD035374B71CCDD003162E7116A9172629A8077250200FD144C56335979CA61DC61E13743163EAC268ACA75D7BABC&retpath=aHR0cHM6Ly95YW5kZXgucnUvc2VhcmNoP3RleHQ9Y2F0cw%2C%2C_18fb9f5e948ab969563f4cf468c1ce91&t=2%252F1779010061%252Ff5c66b5cacc91f1997fa3fe667cad574&u=8706879824948135134&s=28bb0f80b05095f3b0b4164b94de87e5,https://yandex.ru/search/?text=cats
022,https://yandex.ru/video/preview/9026655997188598153,https://yandex.ru/video/preview/9026655997188598153,https://yandex.ru/search/?text=cats
023,https://yandex.ru/support/search/troubleshooting/accessibility.html,https://yandex.ru/support/search/ru/troubleshooting/accessibility.html,https://yandex.ru/search/?text=cats
024,https://yandex.ru/products/my/orders,https://yandex.ru/products/my/orders,https://yandex.ru/search/?text=cats
025,https://amazon.com,https://www.amazon.com/,https://amazon.com
026,https://www.amazon.com/gp/subscribe-and-save/manager/viewsubscriptions,https://www.amazon.com/ap/signin?openid.pape.max_auth_age=3600&openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fauto-deliveries%2Fviewsubscriptions&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=amzn_subscribe_save_myd_us&openid.mode=checkid_setup&language=en_US&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0,https://amazon.com
027,https://www.amazon.com/hz/wishlist/ls,https://www.amazon.com/hz/wishlist/intro,https://amazon.com
028,https://www.amazon.com/gp/kindle/ku/ku_central,https://www.amazon.com/ap/signin?openid.pape.max_auth_age=86400&openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fkindle-dbs%2Fku%2Fku-central%3FreroutedViaSP%3D1&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=amzn_kplp_mobile_us&openid.mode=checkid_setup&language=en_US&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0,https://amazon.com
029,https://tiktok.com,https://www.tiktok.com/,https://tiktok.com
030,https://www.tiktok.com/tiktokstudio/upload,https://www.tiktok.com/login?redirect_url=https%3A%2F%2Fwww.tiktok.com%2Ftiktokstudio%2Fupload&enter_method=redirect&enter_from=tiktokstudio,https://tiktok.com
031,https://www.tiktok.com/tag/wewillwin,https://www.tiktok.com/tag/wewillwin,https://tiktok.com
032,https://www.tiktok.com/music/original-sound-Lyly's-Kitchen-%D9%85%D8%B7%D8%A8%D8%AE-%D9%84%D9%8A%D9%84%D9%8A-7610878464053119765,https://www.tiktok.com/music/original-sound-Lyly's-Kitchen-%D9%85%D8%B7%D8%A8%D8%AE-%D9%84%D9%8A%D9%84%D9%8A-7610878464053119765,https://tiktok.com
033,https://dzen.ru,https://dzen.ru/,https://dzen.ru
034,https://dzen.ru/news/rubric/quotes/2,https://dzen.ru/news/rubric/quotes/2,https://dzen.ru
035,https://dzen.ru/video/watch/6a08a8d2a62f4604069b7c6a,https://dzen.ru/video/watch/6a08a8d2a62f4604069b7c6a,https://dzen.ru
036,https://dzen.ru/topic/svo-tema,https://dzen.ru/topic/svo-tema,https://dzen.ru
037,https://bing.com/search?q=cats,https://www.bing.com/search?q=cats&toWww=1&redig=EBF1F40A16BE4708BF6E88BD8C599F96&rdr=1&rdrig=86E0F9CCC28B42948EAF92B9AB8A1264,https://bing.com/search?q=cats
038,https://www.bing.com/ck/a,https://www.bing.com/search?q=microsoft&rdr=1&rdrig=1B283F502B3E4730819009AEC6C64F8C,https://bing.com/search?q=cats
039,https://www.bing.com/images,https://www.bing.com/images,https://bing.com/search?q=cats
040,https://www.bing.com/copilotsearch,https://www.bing.com/copilotsearch,https://bing.com/search?q=cats
041,https://samsung.com,https://www.samsung.com/nl/,https://samsung.com
042,https://www.samsung.com/nl/smartphones/galaxy-a/galaxy-a57-5g/buy,https://www.samsung.com/nl/smartphones/galaxy-a/galaxy-a57-5g/buy/,https://samsung.com
043,https://www.samsung.com/nl/washers-and-dryers/washing-machines/wf90f24-front-load-washer-a-55-percent-energy-efficiency-ai-home-ai-wash-9kg-silver-wf90f09c4su3,https://www.samsung.com/nl/washers-and-dryers/washing-machines/wf90f24-front-load-washer-a-55-percent-energy-efficiency-ai-home-ai-wash-9kg-silver-wf90f09c4su3/,https://samsung.com
044,https://www.samsung.com/nl/computers/galaxy-book/galaxy-book6-series/buy,https://www.samsung.com/nl/computers/galaxy-book/galaxy-book6-series/buy/,https://samsung.com
045,https://bilibili.com,https://www.bilibili.com/,https://bilibili.com
046,https://cm.bilibili.com/cm/api/fees/pc/sync/v2,https://cm.bilibili.com/cm/api/fees/pc/sync/v2,https://bilibili.com
047,https://www.bilibili.com/v/popular/all,https://www.bilibili.com/v/popular/all,https://bilibili.com
048,https://www.bilibili.com/blackboard/era/reward-activity-list-page.html,https://www.bilibili.com/blackboard/era/reward-activity-list-page.html#/list,https://bilibili.com
049,https://naver.com,https://www.naver.com/,https://naver.com
050,https://help.naver.com/support/alias/search/word/word_35.naver,https://help.naver.com/service/5627/contents/9148?lang=ko&osType=COMMONOS,https://naver.com
051,https://learn.dict.naver.com/m/endic/today/conversation.dict,https://learn.dict.naver.com/conversation#/endic/20260517?tabIndex=0,https://naver.com
052,https://help.naver.com/service/5627/contents/9145,https://help.naver.com/service/5627/contents/9145?osType=COMMONOS,https://naver.com
053,https://weather.com,https://weather.com/?Goto=Redirected,https://weather.com
054,https://weather.com/2026/05/15/science/space/video/weirdest-planets-seen-by-hubble-telescope,https://weather.com/2026/05/15/science/space/video/weirdest-planets-seen-by-hubble-telescope,https://weather.com
055,https://weather.com/weather/radar/interactive/l/96e1c7f17a291a7ee64cda75a7bca6b6b8a31fa3cc9e0baf3c7c2f04dd3c1020,https://weather.com/weather/radar/interactive/l/96e1c7f17a291a7ee64cda75a7bca6b6b8a31fa3cc9e0baf3c7c2f04dd3c1020,https://weather.com
056,https://weather.com/2026/05/16/news/weather/rain-delays-qualifying-for-the-indy-500,https://weather.com/2026/05/16/news/weather/rain-delays-qualifying-for-the-indy-500,https://weather.com
057,https://pinterest.com/search/pins/?q=cats,https://www.pinterest.com/search/pins/?q=cats,https://pinterest.com/search/pins/?q=cats
058,https://www.pinterest.com/pin/84301824271050595,https://www.pinterest.com/pin/84301824271050595/,https://pinterest.com/search/pins/?q=cats
059,https://www.pinterest.com/ideas,https://www.pinterest.com/ideas/,https://pinterest.com/search/pins/?q=cats
060,https://www.pinterest.com/pin/65654107064590364,https://www.pinterest.com/pin/65654107064590364/,https://pinterest.com/search/pins/?q=cats
061,https://twitch.tv,https://www.twitch.tv/,https://twitch.tv
062,https://www.twitch.tv/directory/all/tags/purplemartins,https://www.twitch.tv/directory/all/tags/purplemartins,https://twitch.tv
063,https://www.twitch.tv/directory/collection/just-chatting-irl-streams,https://www.twitch.tv/directory/collection/just-chatting-irl-streams,https://twitch.tv
064,https://www.twitch.tv/wudijo,https://www.twitch.tv/wudijo,https://twitch.tv
065,https://microsoft.com,https://www.microsoft.com/nl-nl,https://microsoft.com
066,https://www.microsoft.com/nl-nl/store/top-paid/games/xbox,https://www.microsoft.com/nl-nl/store/top-paid/games/xbox,https://microsoft.com
067,https://www.microsoft.com/surface/devices/surface-pro,https://www.microsoft.com/en-us/surface/devices/surface-pro,https://microsoft.com
068,https://www.microsoft.com/nl-nl/p/xbox-game-pass-ultimate/cfq7ttc0khs0,https://www.xbox.com/nl-nl/games/store/xbox-game-pass-ultimate/cfq7ttc0khs0,https://microsoft.com
069,https://duckduckgo.com/?q=cats,https://duckduckgo.com/?q=cats,https://duckduckgo.com/?q=cats
070,https://duckduckgo.com/duckduckgo-help-pages/results/how-to-filter-out-ai-images-in-duckduckgo-search-results,https://duckduckgo.com/duckduckgo-help-pages/results/how-to-filter-out-ai-images-in-duckduckgo-search-results,https://duckduckgo.com/?q=cats
071,https://duckduckgo.com/duckduckgo-help-pages/company/advertise-on-duckduckgo-search,https://duckduckgo.com/duckduckgo-help-pages/company/advertise-on-duckduckgo-search,https://duckduckgo.com/?q=cats
072,https://duckduckgo.com/windows,https://duckduckgo.com/windows,https://duckduckgo.com/?q=cats
073,https://qq.com,https://www.qq.com/,https://qq.com
074,https://h5.ssp.qq.com/lps/production/material/202605/6ea0d5337b38c72309c9c5c2725e2e8c.html,https://h5.ssp.qq.com/lps/production/material/202605/6ea0d5337b38c72309c9c5c2725e2e8c.html,https://qq.com
075,https://news.qq.com/omn/author/8QMc3H5f7o0Uuj%2FZ,https://news.qq.com/omn/author/8QMc3H5f7o0Uuj%2FZ,https://qq.com
076,https://s.iwan.qq.com/opengame/tenvideo/index.html,https://s.iwan.qq.com/opengame/tenvideo/index.html,https://qq.com
077,https://fandom.com,https://www.fandom.com/,https://fandom.com
078,https://support.fandom.com/hc/articles/360021589413-I-want-a-feature-or-extension-turned-on,https://support.fandom.com/hc/articles/360021589413-I-want-a-feature-or-extension-turned-on,https://fandom.com
079,https://community.fandom.com/wiki/User_blog:Marphimon/Getting_Started_With_Fandom:_Signing_Up_%26_Personalization,https://community.fandom.com/wiki/User_blog:Marphimon/Getting_Started_With_Fandom:_Signing_Up_%26_Personalization,https://fandom.com
080,https://www.fandom.com/topics/tv,https://www.fandom.com/topics/tv,https://fandom.com
081,https://globo.com,https://www.globo.com/,https://globo.com
082,https://ge.globo.com/sp/santos-e-regiao/futebol/times/santos/noticia/2026/05/12/colecao-de-motos-ferrari-e-brinquedoteca-gigante-neymar-abre-mansao-em-santos.ghtml,https://ge.globo.com/sp/santos-e-regiao/futebol/times/santos/noticia/2026/05/12/colecao-de-motos-ferrari-e-brinquedoteca-gigante-neymar-abre-mansao-em-santos.ghtml,https://globo.com
083,https://oglobo.globo.com/economia/tecnologia/noticia/2026/05/17/como-a-anthropic-se-tornou-a-principal-empresa-de-ia-do-mundo-entenda-em-cinco-graficos.ghtml,https://oglobo.globo.com/economia/tecnologia/noticia/2026/05/17/como-a-anthropic-se-tornou-a-principal-empresa-de-ia-do-mundo-entenda-em-cinco-graficos.ghtml,https://globo.com
084,https://gshow.globo.com/novelas/quem-ama-cuida/vem-por-ai/noticia/no-primeiro-capitulo-de-quem-ama-cuida-vila-arma-golpe-contra-irmao-milionario.ghtml,https://gshow.globo.com/novelas/quem-ama-cuida/vem-por-ai/noticia/no-primeiro-capitulo-de-quem-ama-cuida-vila-arma-golpe-contra-irmao-milionario.ghtml,https://globo.com
